Price,Price/Earnings,Dividend Yield,Earnings/Share,Market Cap,EBITDA,Price/Sales,Price/Book,52 week low ratio,52 week high ratio
18.75,11.23,4.1131105,1.02,14394715334.0,1547000000.0,3.5549128,2.02,1.1482666666666668,0.9205333333333334
19.92,12.07,2.6270628,1.49,34895294088.0,3700000000.0,0.8954903,0.66,1.2098393574297188,0.7725903614457831
262.37,22.39,0.6040015,4.06,36973617235.0,0.0,0.9256895,3.33,1.118077524107177,0.7203948622174791
15.1,15.41,2.8132992,1.0,16766497291.0,0.0,3.5112102,1.72,1.094701986754967,0.8039735099337749
225.37,18.75,1.2264713,12.15,10628247899.0,1107000000.0,1.8924941,6.04,1.1245507387851088,0.8138616497315525
169.28,53.57,0.0,2.94,15422885020.0,478307000.0,7.97525,196.21,1.1739721172022684,0.8307537807183365
43.73,26.19,0.0,1.0,17969275816.0,1018900000.0,5.0604,2.24,1.1248570775211526,0.8648525040018294
156.15,23.62,1.9089574,4.86,55994378108.0,3924000000.0,3.9286149,10.99,1.1467819404418826,0.8102465577969901
209.54,52.25,0.0,4.92,32295200000.0,1192000000.0,11.713953,10.89,1.1881740956380644,0.7541295218096783
83.92,-119.89,0.0,0.54,18220961259.0,-81686000.0,17.02699,10.25,1.824952335557674,1.0034556720686367
87.6,19.38,1.9739007,5.07,22785450609.0,1987100000.0,1.6147361,3.34,1.1149543378995435,0.8819634703196348
42.75,12.32,2.6548672,1.98,211536000000.0,26247000000.0,3.348876,3.34,1.1894736842105262,0.7773099415204677
67.0,22.95,5.4298644,2.37,41373051167.0,3103000000.0,9.619987,2.62,1.1363850746268656,0.8477611940298507
147.59,10.67,3.8999026,6.11,142433003505.0,16557000000.0,1.817167,7.7,1.2384985432617386,0.9426790432956161
56.05,15.57,3.206751,5.14,24465996443.0,3004000000.0,1.0738261,4.99,1.1942908117752007,0.8849241748438894
21.34,15.46,3.3802817,1.49,8277363031.0,1074900000.0,1.4712903,4.01,1.2047797563261482,0.8575445173383318
138.0,24.17,1.9341276,5.05,11270040447.0,699963000.0,4.4208813,6.34,1.1405797101449275,0.8427536231884057
152.75,40.52,0.96720195,3.72,41233771565.0,1654000000.0,9.633731,33.5,1.1167921440261865,0.7325695581014731
381.87,48.58,0.0,5.67,44866621303.0,1153700000.0,14.655261,9.48,1.1836488857464582,0.6104339958624663
31.92,11.87,3.466826,2.74,13620847614.0,1606200000.0,2.6513786,1.62,1.2039473684210527,0.9197994987468671
95.23,21.74,0.0,0.76,20426488713.0,1542000000.0,2.8477087,2.77,1.1621337813714165,0.7974377822114879
32.07,15.42,7.08258,0.46,9410249279.0,1116140000.0,3.2898626,4.97,1.2949797318366074,0.9993763642033052
114.81,30.62,0.8139042,6.19,12945366350.0,1007309000.0,1.7697402,8.55,1.1017332984931625,0.7259820573120808
62.82,19.45,0.9089532,2.43,9326484316.0,409832000.0,1.2129636,2.01,1.1489971346704873,0.7849411015600127
118.37,15.35,2.6036885,5.1,13612394896.0,1411300000.0,2.496677,1.88,1.213821069527752,0.841133733209428
126.36,17.31,2.5566885,0.39,353062464971.0,22430000000.0,4.6326222,4.74,1.1737891737891737,0.895457423235201
36.55,14.0,2.7659574,1.71,34822224800.0,4295000000.0,1.1415336,1.69,1.213953488372093,0.944186046511628
107.88,15.43,1.9845841,6.3,386613611000.0,0.0,3.3714993,1.6,1.0878096032628848,0.756720430107527
24.66,14.09,1.5754234,0.78,9267350000.0,1115500000.0,1.8543326,1.78,1.2554744525547445,0.9679643146796432
103.53,19.8,1.3445379,9.16,11037040988.0,1295400000.0,4.281897,2.39,1.1093402878392735,0.7875977977397857
65.98,16.5,3.363962,1.95,22182794875.0,1827000000.0,2.3173764,11.5,1.16232191573204,0.8905729008790542
20.08,14.66,1.9876952,1.12,22589744920.0,0.0,3.270451,1.55,1.106573705179283,0.810756972111554
111.69,17.93,3.5599859,6.41,39449596000.0,4033000000.0,2.1947837,151.66,1.2195362163130092,0.9819142268779658
14.01,9.28,7.7134986,0.8,6180487499.0,701190000.0,7.0508943,1.2,1.795146324054247,1.0228408279800143
16.8,25.07,2.891845,0.01,38612712234.0,5981000000.0,2.823936,1.07,1.3541666666666665,0.9857142857142855
98.54,16.59,2.2988505,5.88,16078622033.0,1506642000.0,4.3395863,12.93,1.2345240511467424,0.8760909275421148
60.34,16.01,3.4965036,3.12,10570861198.0,2286000000.0,0.8557757,2.04,1.1458402386476632,0.5826980444149816
71.58,20.11,3.3990483,2.81,89618309338.0,7832000000.0,4.6780853,1.54,1.3658843252305113,1.0065660799105896
27.57,13.07,1.7301039,2.05,25471355847.0,5342000000.0,0.27961263,4.02,1.2604280014508524,0.7141820819731592
47.77,12.77,4.886988,3.98,13862042842.0,2329000000.0,1.7060977,1403.38,1.3209127067196984,0.7326774126020514
198.79,23.14,1.4444605,8.51,16229343134.0,1137000000.0,1.4884604,3.12,1.100181095628553,0.8020021127823331
165.46,17.79,0.0,7.02,17271388000.0,1861200000.0,2.2459624,2.71,1.0982412667714252,0.787453160884806
162.23,16.29,1.1652974,9.22,27967534829.0,2967218000.0,3.0405293,4.52,1.3542501386919805,0.6977636688651915
43.99,17.88,3.1454785,2.76,6034600480.0,447000000.0,2.0302901,4.89,1.2496021823141623,0.9547624460104569
59.11,15.35,0.26268265,3.38,14615967194.0,1405319000.0,1.1468264,1.76,1.220944002706818,0.7384038741329724
23.86,15.39,1.5993602,0.33,8910389431.0,2201336000.0,1.0410156,0.84,1.1860854987426657,0.9316848281642918
74.21,17.34,2.9327424,-0.2,84475986228.0,3459800000.0,3.754678,5.73,1.2005120603692225,1.0202129093114136
73.86,9.49,1.6813145,9.24,17123031000.0,0.0,1.201944,1.04,1.173571621987544,0.8319794205253183
38.86,21.35,0.0,1.5,12469931896.0,1065614000.0,1.723609,3.02,1.1286644364384972,0.7166752444673187
334.3,24.28,2.315954,6.83,98102120000.0,7115000000.0,1.8781451,45.55,1.0822315285671553,0.7669757702662279
46.05,15.99,4.5131636,1.93,16111166935.0,0.0,1.5809761,0.85,1.1637350705754617,0.9774158523344191
95.01,23.87,1.6413131,3.46,82909678852.0,7858000000.0,1.5653384,14.1,1.1470371539837911,0.7447637090832544
105.79,10.35,3.264714,12.25,43556650000.0,6851000000.0,1.3037612,5.86,1.152755458928065,0.7374042915209377
178.35,18.91,1.6218846,8.69,27840827434.0,0.0,4.6277885,1.79,1.0869077656293804,0.7912531539108495
58.36,14.81,4.9177604,3.43,8473119166.0,503183000.0,11.394877,2.24,1.194825222755312,0.8930774503084304
24.0,7.67,6.098546,1.98,7541063495.0,2446000000.0,0.45503208,1.69,1.4054166666666665,0.7252083333333333
15.68,-32.0,1.2247398,-2.65,13875005314.0,2266000000.0,4.6578755,,1.2448979591836735,0.6728316326530612
62.79,16.06,2.8268552,6.85,31633740000.0,5978000000.0,0.42713487,2.43,1.1710463449593884,0.7547380156075808
133.88,32.73,0.9452879,2.67,50910130358.0,2620000000.0,2.9997249,11.02,1.1145055273379147,0.637679265013445
79.31,20.23,1.8257059,2.87,41819440000.0,3236000000.0,2.9848945,5.85,1.0911612659185475,0.8741646702811751
208.42,30.38,0.8042038,6.63,13756812736.0,975223000.0,4.416998,3.03,1.1722483446886096,0.9168505901544958
40.7,22.12,0.98383695,1.47,13428792315.0,1179000000.0,2.308266,11.93,1.141154791154791,0.7687960687960688
160.62,34.99,0.5926628,3.65,187102014193.0,7113000000.0,15.020556,26.93,1.1026646743867514,0.6586975470053542
16.0,-14.68,0.0,-3.06,5843402350.0,-203599000.0,1.1863722,3.87,1.64375,0.794375
101.36,23.91,2.0261056,3.73,13459353253.0,815700000.0,2.7788277,5.2,1.08198500394633,0.8903906866614049
158.97,23.83,2.437994,6.36,132101623787.0,10515400000.0,5.770237,146.07,1.124111467572498,0.7822859659055168
150.23,11.68,0.8898776,22.74,31534840262.0,7232000000.0,0.15318617,2.68,1.1905744525061575,0.8907674898488984
78.38,17.04,2.2618315,2.89,110107062300.0,9204000000.0,4.944542,2.14,1.1446797652462364,0.9624904312324573
54.73,13.75,3.435934,1.4,152241530340.0,8715000000.0,5.0893345,4.02,1.220537182532432,0.9799013338205739
44.28,8.52,3.4587116,0.63,48679364276.0,0.0,1.0496864,0.85,1.2777777777777777,1.0067750677506775
601.0,35.56,0.0,14.24,16420774443.0,666706000.0,8.372307,31.69,1.1601663893510814,0.7642928452579034
33.5,29.65,1.2687428,1.92,19633674337.0,2680385000.0,2.2276719,3.09,1.1465671641791044,0.7507462686567163
60.03,14.29,0.0,3.31,10053919023.0,456600000.0,3.1455927,5.4,1.1652507079793437,0.5393969681825754
79.9,21.77,1.7512966,0.66,19393095636.0,997492000.0,7.4475183,5.9,1.2411764705882353,0.8730913642052566
40.0,9.01,0.0,4.36,48576791974.0,12541000000.0,2.1912806,2.02,1.24725,0.5660000000000001
85.01,25.76,1.8747908,2.97,689978437468.0,41079000000.0,7.1130967,9.49,1.1301023409010704,0.7436772144453593
85.39,14.38,4.19652,2.86,9992628990.0,871483000.0,6.6291075,1.6,1.2993324745286334,1.0182691181637193
256.57,19.08,0.0,12.48,19897356456.0,1750393000.0,2.7977824,2.88,1.1180184744903927,0.8181003234984605
74.51,17.66,2.1533613,9.27,12396862128.0,4708400000.0,1.2371694,1.34,1.3708227083612936,1.0171789021607838
42.68,19.85,1.9977299,1.91,65827817742.0,4355000000.0,2.5708609,2.52,1.1066073102155576,0.9182286785379569
119.08,21.53,1.7938709,5.09,53076824328.0,4217000000.0,3.589782,7.96,1.0341787033926773,0.8983036614040981
61.99,42.17,0.0,1.19,36403831015.0,1229478000.0,14.152587,9.56,1.1326826907565737,0.6617196321987417
152.14,26.55,1.114065,1.35,30189978000.0,1238000000.0,9.932974,73.84,1.0991849612199291,0.699881687919022
51.79,14.23,1.8331805,3.09,97535400000.0,0.0,2.2258842,1.33,1.1208727553581772,0.7735083993048851
98.74,19.03,2.0266979,-1.08,16626039679.0,1629000000.0,2.6092634,6.81,1.0915535750455743,0.7821551549524003
39.25,8.35,0.0,0.93,21698849265.0,3113300000.0,2.5358944,1.63,1.218343949044586,0.7487898089171975
75.21,17.78,1.9671283,4.32,12844304115.0,1212000000.0,3.2591083,2.25,1.1074325222709749,0.8772769578513496
32.64,-77.71,0.5873715,-6.4,12940096785.0,353000000.0,2.5209634,0.91,1.2835477941176472,0.9160539215686274
13.38,7.56,4.5584044,1.01,3692691330.0,0.0,0.6986579,1.02,1.2683109118086695,0.8580717488789237
55.85,26.1,1.3881658,1.81,15375210915.0,1075000000.0,3.6687026,5.46,1.1469991047448522,0.6701880035810206
250.1,200.08,0.0,1.25,114805404842.0,809028000.0,9.861594,30.8,1.146781287485006,0.5528188724510196
27.91,9.72,3.1228786,1.17,14438346000.0,2021400000.0,1.2810479,1.01,1.9734862056610534,0.8545324256538875
26.38,13.12,0.0,-6.5,5695123080.0,896000000.0,4.703259,4.51,1.658074298711145,0.9253222137983321
36.61,26.34,0.8101539,-1.18,19749449484.0,1509000000.0,3.7076392,1.81,1.1483201311117182,0.8582354547937723
15.65,43.47,1.24533,-1.28,9356906461.0,679000000.0,1.5518167,0.85,1.1047923322683706,0.7667731629392971
15.85,44.03,1.2269939,-1.28,9496735699.0,679000000.0,1.5718216,0.86,1.1167192429022081,0.7791798107255521
145.29,21.65,2.6537917,11.39,69661177770.0,9018000000.0,4.091698,2.75,1.0987679812788216,0.8547043843347788
33.9,18.73,3.6208732,1.39,13377670080.0,1836000000.0,2.7288198,3.02,1.3489675516224189,1.0094395280235988
62.49,24.9,1.2189548,2.51,106776113744.0,5162000000.0,3.0549932,8.91,1.1014562329972795,0.8057289166266602
22.51,19.57,3.3780859,1.02,7776566371.0,1448600000.0,2.2361343,1.82,1.233229675699689,0.974233673922701
25.43,105.96,1.4771049,-2.32,13177325251.0,-518000000.0,4.6976447,1.44,1.5572158867479355,0.9038537160833661
47.23,15.04,3.0020285,2.02,8212509855.0,1448000000.0,0.74603415,9.1,1.1221681134871904,0.8001778530594962
136.89,20.65,2.018503,18.73,40543547441.0,4737000000.0,3.8525908,3.09,1.148001314924392,0.7982321572065162
96.2,19.96,1.6678249,4.92,22908130223.0,0.0,4.031728,2.44,1.132120582120582,0.8645530145530146
324.01,24.4,1.3030859,11.47,58782413951.0,3884000000.0,2.209576,7.96,1.077682787568285,0.7159655566186228
56.01,15.35,0.0,2.78,13191507318.0,1529401000.0,3.2066104,2.35,1.0976611319407248,0.8384217104088556
24.0,17.78,1.4195584,-2.23,8030036023.0,1774000000.0,0.9933021,6.73,1.2408333333333335,0.605
60.38,17.01,2.415766,4.1,20003317128.0,2648729000.0,0.99837583,2.34,1.1672739317654852,0.8557469360715468
217.52,82.08,0.26223776,2.57,138652800000.0,3098000000.0,20.094294,20.39,1.1459635895549833,0.4375229863920559
252.22,21.91,0.0,10.73,21433781860.0,1965187000.0,3.1934319,34.12,1.1070890492427248,0.6717548172230593
68.47,195.63,4.4081864,-0.75,53467692395.0,5205000000.0,6.044895,,1.1404994888272237,0.835402365999708
75.91,15.27,3.1838684,4.79,17377551986.0,2366000000.0,1.5327156,6.66,1.1422737452246081,0.8604926887103148
54.4,34.0,5.4436197,1.66,21988472489.0,1851783000.0,2.6159565,4.03,1.1279411764705882,0.8665441176470589
46.84,18.81,1.5551463,2.2,202302349740.0,16545000000.0,5.2561646,3.56,1.1345004269854824,0.8541844577284371
66.98,15.72,1.455816,4.75,24152102921.0,3619200000.0,1.28693,3.07,1.189758136757241,0.9246043595103015
111.95,18.57,2.1514556,7.07,11051273948.0,1214900000.0,1.741522,5.54,1.1713407771326485,0.790263510495757
174.51,21.6,1.4401833,7.24,24421668509.0,2092089000.0,1.8652664,4.39,1.219414360208584,0.8330754684545298
32.88,14.05,3.0723782,1.79,3209792400.0,359644000.0,0.7872792,2.34,1.4688260340632602,0.9753649635036495
61.86,27.49,3.0892801,2.26,23253666810.0,1414900000.0,7.248487,11.77,1.181700614290333,0.8761720012932429
72.32,49.53,0.0,1.47,90708000000.0,2932000000.0,6.935696,5.81,1.1935840707964602,0.5519911504424779
66.67,18.89,2.03933,3.63,12466660892.0,863700000.0,2.5191512,2.48,1.1225438728063597,0.864406779661017
18.56,18.02,3.59375,0.97,6527616000.0,0.0,3.9272704,1.17,1.0851293103448276,0.8601831896551725
110.15,21.51,2.8370044,4.36,161413271020.0,12843000000.0,3.6705062,,1.1122106218792556,0.9511575124829776
72.06,24.68,0.3695394,2.64,8351767268.0,445658000.0,3.7116463,3.25,1.1724951429364416,0.7303635859006383
84.44,,0.73126143,-28.01,12326379902.0,0.0,3.3850067,2.03,1.1360729512079584,0.7541449549976315
33.63,12.69,3.8879359,3.51,208505541949.0,20569000000.0,4.0020885,3.4,1.1724650609574783,0.9417187035385073
38.24,8.75,0.0,2.78,20309412381.0,6471000000.0,1.5730644,1.09,1.8716004184100417,1.0054916317991631
100.39,22.36,4.328479,4.48,153580671803.0,11802000000.0,2.7574685,1318.7,1.2307002689510906,0.962844904871003
92.44,21.11,2.928564,9.93,47996220000.0,5311000000.0,0.47499472,2.12,1.1625919515361316,0.8127974902639551
74.34,16.06,3.698776,3.95,8397609889.0,1614399000.0,2.9931207,1.65,1.2440139897767017,0.9928705945655099
169.16,118.29,0.1816118,-3.39,29983119693.0,1717000000.0,6.7890477,2.76,1.1813076377394185,0.7416646961456609
149.38,17.55,1.9354838,10.4,73315000000.0,0.0,4.04653,1.53,1.0715624581603962,0.7715222921408489
101.32,17.74,1.8570102,-1.19,8753430477.0,506100000.0,1.3948758,2.44,1.177753651796289,0.6519936833793921
110.3,18.73,1.5771489,6.31,29043337549.0,2585000000.0,1.9551051,4.83,1.1067062556663645,0.9027198549410698
29.52,12.83,5.2196894,2.79,20839814845.0,3937000000.0,3.7497053,1.95,1.3617886178861789,0.9893292682926829
144.07,24.63,2.1998534,4.32,42948664203.0,3632000000.0,3.887915,6.88,1.1588116887624071,0.8019018532657737
1806.06,24.26,0.0,42.66,91817448863.0,4803487000.0,9.176564,6.92,1.1450284043719476,0.8798157314817892
60.38,11.96,3.1914895,4.5,18457199721.0,0.0,1.7167546,1.53,1.2518217952964557,0.9761526995693938
80.22,20.46,3.3704789,5.6,206318943299.0,17249000000.0,3.1595004,3.85,1.180129643480429,0.9985041136873597
51.07,20.76,2.1061797,2.73,31062780000.0,0.0,1.1458876,3.25,1.1405913452124534,0.7213628353240651
58.33,20.76,2.931379,3.06,31953288000.0,2969194000.0,14.380373,2.11,1.1577232984741985,0.834733413337905
103.38,9.99,2.6985698,9.73,47136080000.0,0.0,1.083727,0.93,1.2298316889146836,0.946798220158638
46.73,16.11,3.60587,1.75,24138050331.0,3613000000.0,3.4491453,1.88,1.140166916327841,0.8917183821955917
180.49,18.21,4.316159,6.81,32258539942.0,1924803000.0,16.16417,6.56,1.2865532716493988,1.0024123220122998
28.67,12.86,1.2036108,1.44,8792572352.0,992811000.0,1.0341544,1.99,1.2281130101151028,0.7345657481688175
142.68,20.98,0.100529455,6.77,11478625926.0,1057500000.0,1.7617522,2.14,1.1070927950658818,0.5924446313428652
76.85,19.71,0.0,-0.13,9877885146.0,806875000.0,3.389142,1.98,1.1091737150292778,0.8156148340923878
62.42,16.51,3.5055351,1.65,96282828902.0,4191000000.0,4.263658,3.82,1.1099006728612624,0.7837231656520346
33.51,17.54,0.0,1.28,5330131216.0,649404000.0,0.77893436,1.43,1.1968069233064758,0.9021187705162639
96.42,17.07,1.9884669,5.5,13578300000.0,1453000000.0,1.7709883,2.82,1.1715930304915994,0.934453432897739
12.82,35.61,0.6097561,-2.79,3255587970.0,820095000.0,1.9624339,0.59,2.659126365054602,0.9906396255850233
86.06,16.94,1.0982976,4.12,13216271700.0,0.0,1.9734555,2.34,1.1515221938182663,0.8290727399488728
198.74,25.78,1.5612764,6.95,59066255840.0,3868000000.0,2.2938328,5.28,1.0740163027070544,0.7439871188487471
47.56,15.54,5.372036,1.12,13784942453.0,1075568000.0,15.588069,1.92,1.3372582001682085,1.0279646761984862
124.65,79.9,0.0,1.68,22799923883.0,541809000.0,8.202077,15.69,1.0892097874047333,0.6296028880866426
55.58,15.27,3.6850338,1.43,9858367494.0,487636000.0,13.762162,1.51,1.2963296149694135,1.0194314501619288
322.62,27.93,0.0,7.74,35950369241.0,2043160000.0,8.48541,5.89,1.684805033785878,0.9903291798400595
17.9,17.9,1.8987342,1.0,21500640000.0,0.0,3.474771,1.32,1.111731843575419,0.7262569832402235
62.72,26.13,2.1362228,1.77,21590903863.0,2734000000.0,2.8841186,2.83,1.1065051020408165,0.9172512755102041
89.26,31.54,1.5120423,2.41,13233622689.0,636942000.0,6.1640687,6.61,1.1738740757338113,0.7510643065202779
52.26,20.18,1.7075773,2.32,7047165475.0,565196000.0,1.3330402,5.98,1.1593953310371221,0.821278224263299
178.73,26.48,1.7692552,6.35,24123216432.0,1323200000.0,3.760594,10.94,1.178985061265596,0.8262183181334974
133.31,22.29,0.9748892,4.8,22197870556.0,1696000000.0,3.781273,3.46,1.047408296451879,0.6743680144025205
259.4,27.57,0.61985797,9.38,27247789759.0,1555209000.0,5.9715905,4.23,1.1195643793369316,0.7371626831148805
75.06,26.52,0.82061803,2.83,29803566306.0,2247009000.0,2.9734495,10.28,1.141220357047695,0.7041033839594991
122.45,16.26,1.8674136,7.53,27418147452.0,2876309000.0,3.1026611,2.56,1.1077991016741526,0.7627603103307473
173.31,27.38,1.0947506,7.95,46585950000.0,3021000000.0,10.254704,50.56,1.0696439905371877,0.7191737349258553
104.03,520.15,0.0,0.27,79489115000.0,925804000.0,10.3738785,8.81,1.1008362972219552,0.7654522733826781
159.85,199.81,0.0,0.62,19572031314.0,1074240000.0,15.189207,91.04,1.1114795120425398,0.6475445730372225
35.6,8.75,6.6830335,4.16,5229448882.0,1459000000.0,1.651705,0.92,2.002247191011236,0.9918539325842697
67.4,44.93,2.8673835,-1.08,96529311126.0,3222000000.0,3.2297828,2.64,1.2271513353115726,0.9053412462908011
86.46,16.04,1.3761468,5.18,11328642413.0,1351059000.0,4.374079,4.22,1.0278741614619478,0.7502891510525099
47.44,11.51,5.085772,2.58,14113197720.0,1811000000.0,1.3048558,13.33,1.1899241146711637,0.6450252951096122
42.62,21.31,1.4427412,2.46,8001938397.0,969700000.0,2.4700067,10.55,1.1877053026748006,0.9671515720319099
103.36,19.14,3.1607263,5.45,26163862235.0,3763000000.0,3.15303,1.98,1.1897736068111455,0.9735874613003096
387.65,26.75,0.8426688,18.61,37730994828.0,2160668000.0,2.5276077,13.42,1.1225332129498258,0.779079324132594
49.38,6.65,2.4730754,7.03,3034275549.0,852700000.0,0.7564699,1.38,1.5783718104495745,0.9333738355609559
152.18,13.56,5.0368075,6.25,48139839531.0,4411515000.0,8.754495,13.24,1.2311078985412012,0.9866605335786568
99.04,16.45,1.2629502,5.41,18493080922.0,1122900000.0,6.9704437,4.25,1.1879038772213246,0.9140751211631664
90.61,14.07,3.4998922,0.88,8617714345.0,795889000.0,6.5820084,1.32,1.2729279328992384,1.0065114225802891
156.72,15.81,1.968433,9.2,9499107736.0,982200000.0,3.5114813,3.21,1.1834481878509444,0.8986089841755999
43.4,15.78,5.3530226,2.53,43497224128.0,6012000000.0,2.5080602,1.82,1.2329493087557604,0.9822580645161291
55.63,15.89,0.863707,5.82,34351211637.0,4533000000.0,1.6294897,3.84,1.2041164839115583,0.8944813949307927
152.86,20.57,1.5775635,8.05,24496399600.0,2264600000.0,1.944325,3.34,1.1554363469841684,0.7921627633128352
53.77,25.98,2.203452,1.97,76548976000.0,7361500000.0,3.4392443,13.36,1.2064348149525759,0.9778687000185976
98.54,15.35,1.6228749,5.23,38059113300.0,0.0,3.263072,1.95,1.1596306068601583,0.7638522427440633
70.55,16.26,0.0,2.08,6218560288.0,305085000.0,2.2607324,2.15,1.2473423104181431,0.8681785967399008
148.01,23.46,1.2234008,2.68,57509096756.0,2863000000.0,4.635566,5.54,1.1485710424971287,0.8243361935004393
65.8,16.25,2.3185046,4.48,32498948310.0,0.0,3.3089445,1.38,1.0951367781155017,0.7896656534954408
25.59,39.37,1.1286682,-0.17,16520497264.0,1227000000.0,3.5516493,3.36,1.3364595545134819,1.0023446658851114
34.98,13.35,1.6,2.41,28893750000.0,0.0,2.1096623,1.97,1.1603773584905663,0.7435677530017154
82.62,67.72,0.0,0.87,12767067883.0,579844000.0,6.276264,3.98,1.147421931735657,0.7837085451464536
57.0,22.98,2.4644873,2.08,30445320778.0,2988725000.0,0.7295535,13.4,1.1275438596491227,0.8570175438596491
101.99,19.92,2.140443,4.75,25810865035.0,2281400000.0,7.3911157,4.61,1.1772722815962349,0.6539856848710659
48.85,,0.0,2.09,14247199374.0,0.0,4.0785494,4.35,1.0380757420675537,0.7510747185261002
71.11,14.19,3.3856654,4.71,39816696539.0,7105000000.0,0.8047394,3.45,1.106736042750668,0.6828856700885951
95.27,19.72,1.6062645,4.71,34983666316.0,2797000000.0,2.5734365,3.6,1.1360344284664639,0.7550120709562298
29.1,18.77,1.7060367,0.0,14163064455.0,540167833.42,1.561575,1.06,1.2027491408934707,0.8429553264604811
97.66,24.05,2.4318495,3.6,100262526470.0,7013000000.0,6.9572234,9.32,1.236432520991194,0.7630554986688511
55.54,22.13,0.1381454,1.14,15254672353.0,1454000000.0,1.0645695,2.57,1.1197335253871084,0.8102268635217861
53.29,14.76,1.7347307,3.73,56083904906.0,0.0,3.3834257,1.49,1.1069619065490712,0.8427472321261024
127.76,23.44,2.6286967,5.33,16540418002.0,1295000000.0,2.798683,21.62,1.177207263619286,0.9712742642454603
223.17,22.96,0.026033757,7.52,11297958140.0,615700000.0,6.8538465,3.57,1.1488551328583592,0.8380158623470898
97.65,20.51,2.6494346,3.66,20867272020.0,1404123000.0,2.8396711,25.64,1.1929339477726573,1.0122990271377368
24.13,23.66,0.3960396,0.85,9726962131.0,1165100000.0,1.8161958,0.94,1.4239535847492748,0.7969332780770825
135.01,16.48,2.0261714,7.31,38903131815.0,0.0,1.33382,1.63,1.1151025849937044,0.8426042515369233
101.35,17.78,1.6036655,5.7,157817273295.0,12544000000.0,3.9635563,3.82,1.1455352738036508,0.9491859891465221
198.73,21.84,0.3276319,5.6,83226586345.0,4751300000.0,4.015666,3.38,1.1394354148845167,0.7632969355406833
99.62,27.0,1.9402406,3.55,12810515320.0,949500000.0,4.516748,3.97,1.1186508733186107,0.7822726360168641
93.02,15.35,1.6927768,6.62,74185800000.0,7671000000.0,2.3735986,2.73,1.1169640937432812,0.9232423134809719
74.36,21.01,1.64042,3.46,48181450881.0,4600216000.0,1.9293598,10.35,1.0954814416352878,0.893491124260355
80.52,17.02,0.7204611,4.5,9614412169.0,0.0,3.1079664,1.88,1.1623820168902137,0.9131892697466468
81.17,25.85,0.6091133,3.16,15694951118.0,1097534000.0,3.175548,6.57,1.107798447702353,0.6278181594185044
65.94,19.57,1.6030874,3.3,8459271203.0,859519000.0,1.1642125,6.01,1.253867151956324,0.7562936002426448
283.0,23.76,0.0,7.92,15241203731.0,1635916000.0,4.268832,,1.135618374558304,0.7198586572438163
40.05,58.04,0.0,0.81,5700998508.0,234000000.0,4.5925775,3.49,1.3305867665418227,0.7365792759051186
34.56,17.81,0.9983361,1.59,44027094922.0,5280000000.0,2.1080317,4.11,1.132378472222222,0.7178819444444443
34.09,17.57,1.0084034,1.59,66135313503.0,5280000000.0,3.1654842,4.04,1.1311234966265766,0.7128190085068935
73.92,13.92,1.6353229,4.79,26957526800.0,2521000000.0,0.93730986,2.55,1.1451569264069266,0.7738095238095238
52.65,15.35,2.189781,3.52,90940115897.0,0.0,3.7773547,2.09,1.1111111111111112,0.9408357075023741
32.92,17.79,3.668639,1.08,9050154422.0,665141000.0,12.365829,3.27,1.2366342648845685,1.0118469015795868
209.09,32.07,0.0,6.52,13300000127.0,1002093000.0,3.3779113,8.04,1.5058587211248744,0.8989430388827778
13.14,32.05,0.0,0.45,5856913571.0,399277000.0,1.602308,2.72,1.7853881278538812,0.867579908675799
11.95,29.15,0.0,0.45,5366628950.0,399277000.0,1.4738787,2.5,1.8246861924686193,0.8669456066945607
124.86,22.06,2.062655,13.52,101513290382.0,10169000000.0,4.8605075,,1.1456831651449624,0.8093865128944417
63.37,8.85,0.0,7.05,19363059152.0,5929000000.0,0.5020496,2.09,1.3103992425437907,0.8917468833833044
216.46,21.47,1.3284917,10.71,218834811333.0,17454000000.0,1.0903316,4.71,1.1585974313961007,0.7229511226092581
109.28,18.27,2.9666696,5.62,96436356833.0,7919000000.0,1.4744618,64.7,1.2402086383601756,0.934480234260615
161.99,16.33,0.0,15.72,14654954091.0,2760000000.0,2.1782618,4.53,1.166738687573307,0.6211556268905487
127.48,19.26,2.1216943,5.7,105387272474.0,10584000000.0,1.7324123,3.4,1.0922497646689677,0.8397395669909005
114.87,15.36,0.34153005,7.14,11116075286.0,1676204000.0,1.3158662,2.21,1.1294506833812137,0.829285279011056
47.87,11.51,1.8189007,4.38,11256432318.0,0.0,0.9984924,1.19,1.2268644244829747,0.9097555880509713
78.75,25.9,2.2865665,2.55,31797645904.0,1624441000.0,3.7110944,7.89,1.0533333333333335,0.6101587301587301
86.77,18.74,3.5618877,9.24,39312309113.0,5401000000.0,0.4211918,1.93,1.1518958165264492,0.6994352886942492
112.82,29.93,0.0,2.69,10692681720.0,500600000.0,3.9652252,7.32,1.1548484311292324,0.688973586243574
50.92,12.21,5.965641,1.86,18865999082.0,1935931000.0,7.0740495,1.76,1.4210526315789473,1.0172820109976433
105.62,29.5,0.0,3.43,10754983829.0,767864000.0,12.401829,10.82,1.119863662185192,0.7685097519409203
92.28,28.84,0.0,3.45,15594677147.0,1011200000.0,9.935474,9.34,1.0895101863892502,0.8192457737321196
