Price,Price/Earnings,Dividend Yield,Earnings/Share,Market Cap,EBITDA,Price/Sales,Price/Book,52 week low ratio,52 week high ratio
35.49,18.2,2.3683476,1.46,14379717835.0,1281200000.0,1.8294994,3.86,1.174415328261482,0.9061707523245983
140.09,84.39,0.0,-11.04,22021882339.0,2151190000.0,12.271951,2.61,1.1628952816046827,0.7618673709758013
53.24,72.93,2.049254,-0.65,65482462410.0,5328000000.0,2.0764177,2.16,1.151671675432006,0.7938580015026295
74.73,18.64,3.8001595,4.1,23335777662.0,4288000000.0,2.960244,1.58,1.2003211561621838,0.971898835808912
208.73,30.92,0.9712818,8.71,41697453163.0,3033300000.0,5.145596,5.14,1.0995065395486994,0.7282613903128443
28.45,16.45,2.0791416,-0.78,25759280346.0,2970000000.0,2.544682,1.71,1.233743409490334,0.924780316344464
178.61,30.69,1.0917627,6.09,80439804508.0,5679000000.0,0.61203885,7.24,1.1190862773640893,0.8398185991825765
19.96,24.64,2.860412,-0.63,13101112504.0,211400000.0,2.0061796,1.37,1.0608717434869739,0.7134268537074148
103.81,21.45,3.862069,1.02,44183023189.0,2292600000.0,10.125291,3.54,1.1075040940179173,0.8373952413062326
30.85,15.12,1.275917,1.83,5134501276.0,543000000.0,1.3324839,11.37,1.0952998379254457,0.8875202593192868
50.47,21.94,1.5102888,6.07,47340511707.0,5003000000.0,4.216355,4.27,1.1896175946106597,0.8997424212403408
165.73,16.83,2.5008683,8.23,28669230787.0,2924000000.0,1.9406168,3.89,1.1716647559283173,0.867857961745007
70.55,12.36,2.6899798,4.91,75323141722.0,11704000000.0,0.549852,2.13,1.190644932671864,0.9418851878100639
44.55,16.32,1.0801469,2.73,17390873686.0,1691000000.0,1.1931022,2.17,1.1968574635241302,0.6592951739618407
92.16,22.87,0.5879265,3.53,66351150000.0,4339800000.0,3.688278,2.65,1.1373697916666667,0.8568793402777778
91.33,22.72,2.6503997,3.81,11745595320.0,997600000.0,1.5278828,5.89,1.0961348954341399,0.785065148363079
71.91,20.55,0.0,4.3,13685178000.0,2252294000.0,1.1451397,2.79,1.1223751912112363,0.7302183284661382
153.66,23.14,1.4866204,6.64,52186628646.0,4053300000.0,2.3746448,5.31,1.1190941038656776,0.6945203696472733
51.23,10.37,2.2655525,4.94,38393603535.0,8348000000.0,0.91792434,2.67,1.186609408549678,0.8551629904352919
56.85,22.65,0.60034305,1.99,13390513478.0,-411100000.0,4.626262,1.8,1.213368513632366,0.9240985048372911
34.94,23.93,0.6528836,-6.89,19317380000.0,3723000000.0,2.0660408,2.85,1.35231825987407,0.8241184888380081
98.96,16.55,3.5710857,2.19,21400952517.0,1260662000.0,12.434961,2.32,1.2856709781729994,1.0216350040420372
72.4,12.13,1.8269607,5.41,27433540000.0,0.0,2.3610325,2.52,1.1316298342541438,0.7941988950276242
22.87,11.0,0.0,1.96,8763756733.0,2100000000.0,1.804088,1.5,1.3226934849147354,0.6991692173152602
21.58,10.37,0.0,1.96,8320262123.0,2100000000.0,1.7147918,1.43,1.3521779425393885,0.6946246524559778
43.77,16.09,0.0,3.06,21032719056.0,2754331000.0,1.8521843,3.76,1.5193054603609777,0.9705277587388621
95.1,21.18,1.0625255,4.43,26580644874.0,2457604000.0,1.5283886,4.53,1.1127234490010516,0.6936908517350158
101.58,26.66,0.0,3.77,25151198417.0,2430300000.0,1.6097589,4.08,1.1483559755857453,0.646091750344556
73.31,20.42,4.5281997,4.91,47543571860.0,6428000000.0,3.7954214,2.96,1.163552039285227,0.976537989360251
96.2,23.87,1.8815053,5.15,15566645713.0,1513291000.0,1.986176,3.59,1.1336798336798337,0.7849272349272349
68.21,49.43,2.1529746,1.59,165203312427.0,5250000000.0,2.6922395,1.54,1.1300395836387627,0.9384254508136638
116.93,26.57,1.9661016,4.54,21209783858.0,1507000000.0,4.2149186,9.99,1.0831266569742581,0.7117933806550928
98.49,19.12,3.5559585,4.82,17808073691.0,2790000000.0,1.9091922,1.95,1.1852979997969337,0.9804041019392833
74.32,16.7,4.7849464,3.12,52078185682.0,9895000000.0,2.9348857,1.27,1.2351991388589882,0.9812970936490852
24.52,19.77,3.1533308,0.88,9035293365.0,529483000.0,16.077257,1.94,1.2292006525285482,1.0085644371941274
91.92,79.93,0.7493755,-0.89,27408621020.0,1628000000.0,1.9598055,2.26,1.1199956483899043,0.7371627502175806
48.48,22.14,0.0,2.15,13754977266.0,0.0,5.689136,2.15,1.155115511551155,0.6652227722772278
93.57,12.28,2.2630835,10.12,14226830813.0,2152000000.0,1.4904785,2.78,1.1123223255316876,0.8124398845783906
79.41,17.08,2.9404557,6.68,35961772000.0,4253000000.0,1.8161736,2.17,1.1314695882130714,0.8745749905553457
41.02,24.86,0.0,-1.07,44216696399.0,2941000000.0,4.6720185,3.8,1.1455387615797172,0.7774256460263286
127.76,28.08,1.2319711,4.14,38460272282.0,2848600000.0,3.7360687,5.28,1.099718221665623,0.9362085159674389
58.07,13.23,4.0542803,3.96,19447670886.0,4284000000.0,2.161095,1.59,1.435853280523506,1.011882211124505
123.78,32.57,0.0,2.88,27447099863.0,1156700000.0,7.8283277,8.48,1.1187590887057681,0.7206333818064308
116.54,34.48,0.0,3.07,37890226992.0,1560000000.0,7.4415817,8.54,1.1241633773811566,0.6973571305989359
66.4,25.74,2.813225,2.35,44040298425.0,2542000000.0,3.6707752,5.01,1.121234939759036,0.8549698795180722
72.02,10.65,4.892126,-3.26,13116894887.0,880700000.0,1.5543115,1.54,1.2211885587336853,0.9668147736739794
35.34,10.91,0.0,-0.48,4212729247.0,827200000.0,1.227099,0.64,2.0656479909451044,0.6726089417091115
101.04,246.44,0.63339007,-1.98,61164030149.0,3692749000.0,8.02302,4.55,1.1777513855898654,0.81146080760095
46.25,53.16,0.2518363,-2.69,12638828950.0,1518305000.0,6.4987307,2.15,1.4668108108108109,1.0190270270270272
114.0,19.03,1.3265306,4.04,14121334618.0,1141200000.0,5.6338058,4.59,1.2896491228070177,0.7957894736842105
409.98,23.06,1.8775817,1.77,33333813618.0,1687152000.0,10.639136,5.14,1.208217474023123,0.8827259866334942
55.26,17.6,3.5437918,1.63,20925508143.0,1710686000.0,8.593619,2.09,1.274972855591748,1.014657980456026
218.28,18.66,3.2138102,6.27,14383525286.0,1237886000.0,14.1830845,2.3,1.2371266263514753,0.9805295950155763
131.46,37.78,1.1283498,3.35,49543264457.0,2478000000.0,3.9522583,10.82,1.055378061767838,0.621405750798722
241.06,27.24,2.1078234,23.71,10131892523.0,0.0,2.0991988,1.16,1.1497967311042894,0.8662158798639343
56.11,18.22,3.3397784,2.96,18027633617.0,2738713000.0,3.1134193,1.68,1.1789342363215114,0.9837818570664766
35.98,14.51,3.8174274,1.23,34734816899.0,8548000000.0,1.3933871,1.26,1.1859366314619235,0.9255141745414119
123.03,30.99,0.92785895,1.81,19722178609.0,1481458000.0,2.5074897,4.14,1.3086239128667805,0.9392018206941396
60.36,25.26,1.3520038,2.36,11040678071.0,721643000.0,2.190319,5.55,1.1189529489728298,0.8608349900596421
73.35,10.72,0.0,5.39,42449656350.0,7309300000.0,0.57588416,2.65,1.1381731424676211,0.7607361963190185
77.56,18.12,3.879632,2.92,10133547517.0,717468000.0,12.204818,4.54,1.141825683341929,0.9198040226921094
76.07,21.37,4.0031195,1.88,326148660000.0,39052000000.0,1.7701944,1.85,1.1739187590377285,0.9997370842644933
137.25,21.21,0.0,6.51,8744185796.0,629940000.0,4.1203604,6.86,1.0892531876138434,0.835191256830601
171.58,27.9,0.0,5.39,523423036576.0,23624000000.0,13.241967,7.08,1.1383611143489916,0.7718848350623615
52.15,27.02,2.7798648,2.01,15311373377.0,1009600000.0,3.472977,7.39,1.1086289549376798,0.7629913710450623
108.11,18.35,3.5925992,3.5,8077368506.0,540767000.0,12.898601,3.98,1.330034224401073,1.0150772361483673
239.27,19.45,0.7963368,11.07,67280478816.0,8062000000.0,1.0751684,3.9,1.1479082208383835,0.7643666151209929
92.74,22.08,1.322724,1.72,32308459680.0,2782000000.0,4.7038417,3.25,1.1176407159801598,0.837071382359284
31.1,16.9,1.9789734,2.85,22437653700.0,0.0,2.8802848,1.46,1.0903536977491959,0.7459807073954984
30.64,11.18,4.673807,-14.49,13706075072.0,-5067000000.0,1.2994481,2.19,1.1494778067885116,0.9115535248041775
133.05,27.32,0.0,4.14,26918949723.0,1911000000.0,6.518713,11.54,1.08380308154829,0.798196166854566
46.46,25.53,1.2396694,1.21,6706992926.0,375267000.0,5.137961,3.52,1.1381833835557469,0.7264313387860525
40.82,26.17,1.8291216,1.12,5427884956.0,463066000.0,2.0803037,3.15,1.2719255267025968,0.9189122978931895
55.31,19.9,1.4726508,1.99,7978485059.0,709756000.0,0.5516402,2.4,1.1225818116073043,0.669591393961309
80.87,32.48,0.785995,1.56,11273961835.0,557800000.0,6.0089035,5.26,1.2204773092617782,0.6990231235315939
45.88,9.5,2.5827951,4.91,5819080328.0,957000000.0,1.0362948,,1.6970357454228422,0.6194420226678291
10.43,5.89,6.7843866,1.9,42414328338.0,9281000000.0,0.27054095,1.26,1.2924256951102588,0.9769894534995206
69.14,25.05,0.39057052,2.46,24916503061.0,1508300000.0,5.1682673,7.17,1.1090540931443449,0.7938154469192942
62.44,20.27,1.2618296,3.04,9624169008.0,814500000.0,1.8434572,3.76,1.1790518898142217,0.8848494554772582
38.0,12.67,2.332657,3.0,21759187973.0,2711300000.0,3.399101,1.83,1.2539473684210527,0.9739473684210526
17.16,14.67,1.1198208,1.24,25853969330.0,5347000000.0,1.6538345,3.66,1.18006993006993,0.6439393939393939
31.17,15.35,2.8203557,1.69,12684517721.0,1959000000.0,1.1289738,3.93,1.1446904074430542,0.6743663779274943
61.13,21.23,3.2339885,2.69,11840331607.0,736798000.0,5.319881,3.14,1.0626533616882052,0.7933911336495992
114.26,36.86,0.0,2.31,10828314389.0,234935000.0,4.894499,13.47,1.2441799404866094,0.8573429021529844
206.05,20.71,1.5631542,9.55,64180390701.0,4618000000.0,2.0481362,5.45,1.1140014559572917,0.8829895656394079
14.45,13.76,3.147541,-0.72,132249296250.0,-206000000.0,1.0887611,1.7,2.1169550173010383,1.0179930795847751
21.62,13.86,4.005462,1.34,21018887283.0,1740540000.0,17.003777,2.57,1.1896392229417205,0.8709528214616095
53.99,17.53,3.5864594,2.77,31098243069.0,3107600000.0,2.0389178,7.26,1.1804037784774957,0.9196147434710131
40.75,6.58,3.5857513,6.0,61536606173.0,23541000000.0,0.5633218,1.33,1.147484662576687,0.7833128834355829
96.31,21.17,2.7198548,4.6,14554321748.0,1201517000.0,1.212236,4.33,1.1187830962516871,0.8291973834492783
78.22,8.16,2.754954,9.95,108106822109.0,17590000000.0,5.2087464,4.12,1.1447200204551267,0.815124009204807
100.59,27.86,0.037622273,1.58,16920023264.0,960345000.0,5.775833,4.73,1.1259568545581071,0.7602147330748583
246.35,12.44,1.1668612,8.61,96978500251.0,0.0,2.309415,1.25,1.1113862390907248,0.8509031865232394
30.75,9.92,1.6731402,4.74,8244568238.0,2044000000.0,0.72725976,1.65,1.2097560975609758,0.936910569105691
258.6,22.57,1.9700643,10.02,14639308205.0,1279846000.0,1.3995146,8.1,1.1529195668986851,0.5993812838360402
47.41,38.86,1.4489837,-0.53,43356557470.0,2910000000.0,2.1424224,4.74,1.2204176334106729,0.8053364269141531
19.57,10.04,2.7322404,1.41,8006268615.0,926153000.0,1.6339768,6.17,1.3147675012774656,0.9657639243740418
47.54,13.7,3.0218647,2.98,8158949890.0,1058817000.0,1.66195,4.31,1.3336137989061843,0.9364745477492639
149.84,26.38,1.4922442,4.43,18140726600.0,1368000000.0,2.9516637,5.88,1.0722770955686065,0.6951414842498664
53.34,14.34,1.7901897,2.27,19926305632.0,0.0,1.3939538,1.15,1.1098612673415822,0.8689538807649043
96.48,20.57,2.2304833,4.34,12732072001.0,1028425000.0,3.2375681,5.82,1.2043946932006633,0.9112769485903814
95.97,14.07,1.4227642,5.94,34449052800.0,8202000000.0,0.7251921,,1.1132645618422423,0.741690111493175
22.64,10.99,6.330197,1.33,10967755538.0,1412684000.0,8.127109,1.97,1.4871908127208482,1.0070671378091873
64.87,-54.51,4.1499925,-1.2,7345243806.0,483673000.0,3.7385862,1.62,1.1564667797132726,0.6499152150454754
70.85,19.85,0.0,3.1,11452961984.0,1033985000.0,1.262194,3.74,1.319618913196895,0.9213832039520113
43.0,-9.33,2.2670596,-19.94,14016129999.0,-819000000.0,3.780475,1.08,1.2902325581395349,0.8662790697674418
15.04,11.57,1.9280206,0.21,24800859640.0,3683000000.0,1.4609766,1.06,1.6542553191489362,0.852061170212766
78.66,36.42,0.7315289,1.05,26242415796.0,2815000000.0,3.7628453,17.67,1.1201372997711672,0.709255021612001
38.8,19.21,0.0,2.64,11181493750.0,1561000000.0,4.80335,4.0,1.2061855670103092,0.9216494845360825
181.22,28.1,1.8610487,6.46,223378633329.0,16513000000.0,2.8964398,84.08,1.145596512526211,0.754993930029798
146.02,20.68,1.9710299,2.08,114422168609.0,8333000000.0,2.8267899,5.71,1.1308724832214765,0.8170798520750582
32.21,20.39,2.2907758,1.57,17338613096.0,1422305000.0,2.5174792,3.49,1.1797578391803787,0.9236262030425334
